id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-challenge-multi-014,做 two coordinated visuals：a traditional craft infographic for fish lantern making，再做 a day-by-day destination guide for desert route in Morocco。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""traditional heritage craft + destination trip"",""information_type"":""history, process, meaning, and preservation + itinerary and route planning"",""style_layout"":""dense A3 heritage information board + cute hand-drawn map with daily blocks""}",multi,"[""template-intangible-heritage"",""template-travel""]",[],"[{""template_id"":""template-travel"",""score"":0.137441,""rank"":1},{""template_id"":""template-intangible-heritage"",""score"":0.123223,""rank"":2},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.11093,""rank"":3},{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.099048,""rank"":4},{""template_id"":""template-species-science"",""score"":0.096774,""rank"":5}]",0.137441,template-travel,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-015,先做孙子的战略智慧的名人原则信息图，再配一张符合护照标准的本人证件照。,zh,high,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""single famous or historical person + identity portrait"",""information_type"":""life principles, habits, and lessons + unsupported portrait creation"",""style_layout"":""portrait-led educational principles infographic + official photo""}",multi,"[""template-figure-principles-infographic""]",[],[],0.018092,template-figure-principles-infographic,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-016,"Create two coordinated visuals: an interior mood board for industrial dining bar, and a self-care infographic for cozy reading rituals.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + cozy everyday lifestyle"",""information_type"":""style and material inspiration + tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board + warm watercolor infographic poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]",[],"[{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.145548,""rank"":1},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.141005,""rank"":2},{""template_id"":""template-fashion-inspired-gown-design-sheet"",""score"":0.093596,""rank"":3},{""template_id"":""template-recipe"",""score"":0.089141,""rank"":4},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.086154,""rank"":5}]",0.145548,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-017,做 two coordinated visuals：a nine-character cast grid for Sengoku warlords，再做 a portrait-led habits poster for Marie Curie's work habits。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + single famous or historical person"",""information_type"":""character collection and showcase + life principles, habits, and lessons"",""style_layout"":""vertical cinematic character grid poster + portrait-led educational principles infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-figure-principles-infographic""]",[],"[{""template_id"":""template-fandom-character-grid-poster"",""score"":0.118462,""rank"":1},{""template_id"":""template-figure-principles-infographic"",""score"":0.10229,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.091787,""rank"":3},{""template_id"":""template-mbti-generic"",""score"":0.08596,""rank"":4},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.080386,""rank"":5}]",0.118462,template-fandom-character-grid-poster,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-018,做一套两张配套视觉：第一张是空气净化器的温馨产品海报，第二张是宫保鸡丁的食谱海报。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""small home or lifestyle product + named dish"",""information_type"":""promotion and feature highlighting + ingredients and cooking instructions"",""style_layout"":""warm single-product advertising poster + food-photography recipe poster""}",multi,"[""template-product-poster"",""template-recipe""]",[],[],0.013699,template-product-poster,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-019,"Create two coordinated visuals: an ESL word-pair infographic for homophones with cartoon examples, and an illustrated word-card set for English-Chinese farm animals. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""English confusing word relationships + language vocabulary on a chosen topic"",""information_type"":""definition and distinction + bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic + illustrated card grid or visual guide""}",multi,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]",[],"[{""template_id"":""template-vocabulary"",""score"":0.17561,""rank"":1},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.161787,""rank"":2},{""template_id"":""template-species-science"",""score"":0.120501,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.103077,""rank"":4},{""template_id"":""template-figure-principles-infographic"",""score"":0.097282,""rank"":5}]",0.17561,template-vocabulary,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-020,先做 pet-friendly studio apartment 的室内设计情绪板，plus a biometric passport photo of me。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""interior space design + identity portrait"",""information_type"":""style and material inspiration + unsupported portrait creation"",""style_layout"":""interior mood board + official photo""}",multi,"[""template-interior-design-mood-board-generator""]",[],[],0.0816,template-interior-design-mood-board-generator,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-021,做一套两张配套视觉：第一张是治愈系阅读仪式的水彩生活方式指南，第二张是雪豹的物种科普信息图。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],[],0.024138,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-022,"Create two coordinated visuals: a 16-type MBTI character chart for Genshin characters by MBTI, and a two-type relationship infographic for ENTP and INTJ long-term match. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""MBTI types or MBTI-mapped character set + pair of MBTI personality types"",""information_type"":""personality classification and behavior comparison + relationship compatibility comparison"",""style_layout"":""labeled cartoon multi-character chart + cute dual-character comparison infographic""}",multi,"[""template-mbti-generic"",""template-mbti-personality-compatibility-infographic""]",[],"[{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.214429,""rank"":1},{""template_id"":""template-mbti-generic"",""score"":0.117978,""rank"":2},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.102305,""rank"":3},{""template_id"":""template-travel"",""score"":0.095029,""rank"":4},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.092308,""rank"":5}]",0.214429,template-mbti-personality-compatibility-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-023,做 two coordinated visuals：an educational explainer infographic for plate tectonics for children，再做 a boxed confusing-words guide for frequently confused English pairs。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""general educational topic + English confusing word relationships"",""information_type"":""accessible explanation and key facts + definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic + boxed educational word-list infographic""}",multi,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]",[],"[{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.159509,""rank"":1},{""template_id"":""template-vocabulary"",""score"":0.129283,""rank"":2},{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.122263,""rank"":3},{""template_id"":""template-education-card"",""score"":0.116711,""rank"":4},{""template_id"":""template-species-science"",""score"":0.104615,""rank"":5}]",0.159509,template-english-grammar-wordlist-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-024,做一套两张配套视觉：第一张是漫画超级英雄的九宫格角色海报，第二张是不同 MBTI 如何规划旅行的MBTI 十六型角色图。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + MBTI types or MBTI-mapped character set"",""information_type"":""character collection and showcase + personality classification and behavior comparison"",""style_layout"":""vertical cinematic character grid poster + labeled cartoon multi-character chart""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-generic""]",[],[],0.031204,template-mbti-generic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-025,"Create a popular-science knowledge card for broken windows theory, plus a biometric passport photo of me. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""general educational topic + identity portrait"",""information_type"":""accessible explanation and key facts + unsupported portrait creation"",""style_layout"":""modular 3:4 knowledge card infographic + official photo""}",multi,"[""template-education-card""]",[],"[{""template_id"":""template-education-card"",""score"":0.121849,""rank"":1},{""template_id"":""template-vocabulary"",""score"":0.0721,""rank"":2},{""template_id"":""template-mbti-generic"",""score"":0.065551,""rank"":3},{""template_id"":""template-species-science"",""score"":0.064465,""rank"":4},{""template_id"":""template-recipe"",""score"":0.064062,""rank"":5}]",0.121849,template-education-card,,needs_review,challenge,supported_plus_unsupported,false,
vir-v2-challenge-multi-026,做 two coordinated visuals：a nine-character cast grid for video game heroines，再做 a personality pairing comparison for INFJ and ENTP dating。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + pair of MBTI personality types"",""information_type"":""character collection and showcase + relationship compatibility comparison"",""style_layout"":""vertical cinematic character grid poster + cute dual-character comparison infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-personality-compatibility-infographic""]",[],"[{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.16047,""rank"":1},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.117385,""rank"":2},{""template_id"":""template-mbti-generic"",""score"":0.113798,""rank"":3},{""template_id"":""template-vocabulary"",""score"":0.089922,""rank"":4},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.084444,""rank"":5}]",0.16047,template-mbti-personality-compatibility-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-027,做一套两张配套视觉：第一张是鼠尾草绿厨房的室内设计情绪板，第二张是陶瓷香薰蜡烛的温馨产品海报。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + small home or lifestyle product"",""information_type"":""style and material inspiration + promotion and feature highlighting"",""style_layout"":""interior mood board + warm single-product advertising poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-product-poster""]",[],[],0.016129,template-interior-design-mood-board-generator,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-028,"Create two coordinated visuals: a cozy watercolor lifestyle guide for small daily mood boosters, and a lifestyle product advertisement for compact coffee maker. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + small home or lifestyle product"",""information_type"":""tips, habits, or aesthetic inspiration + promotion and feature highlighting"",""style_layout"":""warm watercolor infographic poster + warm single-product advertising poster""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-product-poster""]",[],"[{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.165303,""rank"":1},{""template_id"":""template-product-poster"",""score"":0.148265,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.113178,""rank"":3},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.106667,""rank"":4},{""template_id"":""template-travel"",""score"":0.101173,""rank"":5}]",0.165303,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-029,做 two coordinated visuals：a cookbook-style visual guide for mapo tofu，再做 a classroom vocabulary grid for English-Chinese farm animals。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""named dish + language vocabulary on a chosen topic"",""information_type"":""ingredients and cooking instructions + bilingual vocabulary learning"",""style_layout"":""food-photography recipe poster + illustrated card grid or visual guide""}",multi,"[""template-recipe"",""template-vocabulary""]",[],"[{""template_id"":""template-vocabulary"",""score"":0.168919,""rank"":1},{""template_id"":""template-recipe"",""score"":0.118506,""rank"":2},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.078603,""rank"":3},{""template_id"":""template-species-science"",""score"":0.075353,""rank"":4},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.074294,""rank"":5}]",0.168919,template-vocabulary,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-030,先做兜兰的物种科普信息图，再配一张符合护照标准的本人证件照。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""single plant or animal species + identity portrait"",""information_type"":""scientific facts, anatomy, habitat, and conservation + unsupported portrait creation"",""style_layout"":""central-species modular science infographic + official photo""}",multi,"[""template-species-science""]",[],[],0.010526,template-species-science,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-031,"Create two coordinated visuals: a popular-science knowledge card for opportunity cost in daily life, and an illustrated field-guide card for snow leopard. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + single plant or animal species"",""information_type"":""accessible explanation and key facts + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""modular 3:4 knowledge card infographic + central-species modular science infographic""}",multi,"[""template-education-card"",""template-species-science""]",[],"[{""template_id"":""template-education-card"",""score"":0.140903,""rank"":1},{""template_id"":""template-species-science"",""score"":0.128776,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.123824,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.105754,""rank"":4},{""template_id"":""template-travel"",""score"":0.104566,""rank"":5}]",0.140903,template-education-card,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-032,做 two coordinated visuals：a traditional craft infographic for cloisonne enamel craft，再做 a day-by-day destination guide for winter trip through Hokkaido。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""traditional heritage craft + destination trip"",""information_type"":""history, process, meaning, and preservation + itinerary and route planning"",""style_layout"":""dense A3 heritage information board + cute hand-drawn map with daily blocks""}",multi,"[""template-intangible-heritage"",""template-travel""]",[],"[{""template_id"":""template-travel"",""score"":0.136713,""rank"":1},{""template_id"":""template-intangible-heritage"",""score"":0.128086,""rank"":2},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.105678,""rank"":3},{""template_id"":""template-recipe"",""score"":0.098284,""rank"":4},{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.097426,""rank"":5}]",0.136713,template-travel,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-033,做一套两张配套视觉：第一张是达芬奇的创作启示的名人原则信息图，第二张是神话人物 MBTI 对照的MBTI 十六型角色图。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""single famous or historical person + MBTI types or MBTI-mapped character set"",""information_type"":""life principles, habits, and lessons + personality classification and behavior comparison"",""style_layout"":""portrait-led educational principles infographic + labeled cartoon multi-character chart""}",multi,"[""template-figure-principles-infographic"",""template-mbti-generic""]",[],[],0.028148,template-mbti-generic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-034,"Create two coordinated visuals: an interior mood board for small home office, and a self-care infographic for cozy knitting afternoon. For teens; keep it concise.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + cozy everyday lifestyle"",""information_type"":""style and material inspiration + tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board + warm watercolor infographic poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]",[],"[{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.162521,""rank"":1},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.139319,""rank"":2},{""template_id"":""template-fashion-inspired-gown-design-sheet"",""score"":0.100946,""rank"":3},{""template_id"":""template-product-poster"",""score"":0.094656,""rank"":4},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.091716,""rank"":5}]",0.162521,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-035,先做 fantasy saga villains 的九宫格角色海报，plus a biometric passport photo of me。 teens 向，内容简洁。,mixed,high,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""fandom or themed character ensemble + identity portrait"",""information_type"":""character collection and showcase + unsupported portrait creation"",""style_layout"":""vertical cinematic character grid poster + official photo""}",multi,"[""template-fandom-character-grid-poster""]",[],[],0.070203,template-fandom-character-grid-poster,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-036,做一套两张配套视觉：第一张是标签打印机的温馨产品海报，第二张是古巴三明治的食谱海报。 给青少年看，内容精简。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""small home or lifestyle product + named dish"",""information_type"":""promotion and feature highlighting + ingredients and cooking instructions"",""style_layout"":""warm single-product advertising poster + food-photography recipe poster""}",multi,"[""template-product-poster"",""template-recipe""]",[],[],0.0134,template-product-poster,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-037,"Create two coordinated visuals: an ESL word-pair infographic for twenty classroom homonym pairs, and an illustrated word-card set for English-Korean kitchen tools. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""English confusing word relationships + language vocabulary on a chosen topic"",""information_type"":""definition and distinction + bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic + illustrated card grid or visual guide""}",multi,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]",[],"[{""template_id"":""template-vocabulary"",""score"":0.182421,""rank"":1},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.153488,""rank"":2},{""template_id"":""template-species-science"",""score"":0.096273,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.094427,""rank"":4},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.094395,""rank"":5}]",0.182421,template-vocabulary,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-038,做 two coordinated visuals：a room palette and material board for aromatherapy spa corner，再做 a scientific species poster for golden camellia。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""interior space design + single plant or animal species"",""information_type"":""style and material inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board + central-species modular science infographic""}",multi,"[""template-interior-design-mood-board-generator"",""template-species-science""]",[],"[{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.140625,""rank"":1},{""template_id"":""template-species-science"",""score"":0.121163,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.102201,""rank"":3},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.091703,""rank"":4},{""template_id"":""template-product-poster"",""score"":0.088821,""rank"":5}]",0.140625,template-interior-design-mood-board-generator,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-039,做一套两张配套视觉：第一张是温暖编织午后的水彩生活方式指南，第二张是丹顶鹤的物种科普信息图。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],[],0.022298,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-040,"Create a 16-type MBTI character chart for sixteen personalities under deadline stress, plus a biometric passport photo of me. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""MBTI types or MBTI-mapped character set + identity portrait"",""information_type"":""personality classification and behavior comparison + unsupported portrait creation"",""style_layout"":""labeled cartoon multi-character chart + official photo""}",multi,"[""template-mbti-generic""]",[],"[{""template_id"":""template-mbti-generic"",""score"":0.161145,""rank"":1},{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.102467,""rank"":2},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.085044,""rank"":3},{""template_id"":""template-figure-principles-infographic"",""score"":0.074561,""rank"":4},{""template_id"":""template-recipe"",""score"":0.066667,""rank"":5}]",0.161145,template-mbti-generic,,needs_review,challenge,supported_plus_unsupported,false,
vir-v2-challenge-multi-041,做 two coordinated visuals：an educational explainer infographic for opportunity cost in daily life，再做 a boxed confusing-words guide for English words with two meanings。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""general educational topic + English confusing word relationships"",""information_type"":""accessible explanation and key facts + definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic + boxed educational word-list infographic""}",multi,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]",[],"[{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.159265,""rank"":1},{""template_id"":""template-education-card"",""score"":0.127005,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.122102,""rank"":3},{""template_id"":""template-figure-principles-infographic"",""score"":0.112717,""rank"":4},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.111111,""rank"":5}]",0.159265,template-english-grammar-wordlist-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-042,做一套两张配套视觉：第一张是原神璃月角色的九宫格角色海报，第二张是办公室同事 MBTI 十六型的MBTI 十六型角色图。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + MBTI types or MBTI-mapped character set"",""information_type"":""character collection and showcase + personality classification and behavior comparison"",""style_layout"":""vertical cinematic character grid poster + labeled cartoon multi-character chart""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-generic""]",[],[],0.026667,template-mbti-generic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-043,"Create two coordinated visuals: a popular-science knowledge card for plate tectonics for children, and a traditional craft infographic for blue calico dyeing. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + traditional heritage craft"",""information_type"":""accessible explanation and key facts + history, process, meaning, and preservation"",""style_layout"":""modular 3:4 knowledge card infographic + dense A3 heritage information board""}",multi,"[""template-education-card"",""template-intangible-heritage""]",[],"[{""template_id"":""template-education-card"",""score"":0.141289,""rank"":1},{""template_id"":""template-intangible-heritage"",""score"":0.1231,""rank"":2},{""template_id"":""template-species-science"",""score"":0.113208,""rank"":3},{""template_id"":""template-recipe"",""score"":0.100464,""rank"":4},{""template_id"":""template-vocabulary"",""score"":0.096626,""rank"":5}]",0.141289,template-education-card,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-044,做 two coordinated visuals：a nine-character cast grid for comic book superheroes，再做 a personality pairing comparison for ENFP and INFJ compatibility。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + pair of MBTI personality types"",""information_type"":""character collection and showcase + relationship compatibility comparison"",""style_layout"":""vertical cinematic character grid poster + cute dual-character comparison infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-personality-compatibility-infographic""]",[],"[{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.159533,""rank"":1},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.12855,""rank"":2},{""template_id"":""template-mbti-generic"",""score"":0.113314,""rank"":3},{""template_id"":""template-vocabulary"",""score"":0.09119,""rank"":4},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.085672,""rank"":5}]",0.159533,template-mbti-personality-compatibility-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-045,先做海岸风浴室的室内设计情绪板，再配一张符合护照标准的本人证件照。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""interior space design + identity portrait"",""information_type"":""style and material inspiration + unsupported portrait creation"",""style_layout"":""interior mood board + official photo""}",multi,"[""template-interior-design-mood-board-generator""]",[],[],0.014803,template-interior-design-mood-board-generator,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-046,"Create two coordinated visuals: a cozy watercolor lifestyle guide for spring journaling habits, and a lifestyle product advertisement for aroma diffuser. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + small home or lifestyle product"",""information_type"":""tips, habits, or aesthetic inspiration + promotion and feature highlighting"",""style_layout"":""warm watercolor infographic poster + warm single-product advertising poster""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-product-poster""]",[],"[{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.154742,""rank"":1},{""template_id"":""template-product-poster"",""score"":0.143317,""rank"":2},{""template_id"":""template-figure-principles-infographic"",""score"":0.097345,""rank"":3},{""template_id"":""template-vocabulary"",""score"":0.09375,""rank"":4},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.089686,""rank"":5}]",0.154742,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-047,做 two coordinated visuals：a cookbook-style visual guide for Vietnamese spring rolls，再做 a classroom vocabulary grid for English-Korean kitchen tools。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""named dish + language vocabulary on a chosen topic"",""information_type"":""ingredients and cooking instructions + bilingual vocabulary learning"",""style_layout"":""food-photography recipe poster + illustrated card grid or visual guide""}",multi,"[""template-recipe"",""template-vocabulary""]",[],"[{""template_id"":""template-vocabulary"",""score"":0.18258,""rank"":1},{""template_id"":""template-recipe"",""score"":0.130225,""rank"":2},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.081662,""rank"":3},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.079295,""rank"":4},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.077485,""rank"":5}]",0.18258,template-vocabulary,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-048,做一套两张配套视觉：第一张是桫椤的物种科普信息图，第二张是英日天气词汇的双语词汇海报。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""single plant or animal species + language vocabulary on a chosen topic"",""information_type"":""scientific facts, anatomy, habitat, and conservation + bilingual vocabulary learning"",""style_layout"":""central-species modular science infographic + illustrated card grid or visual guide""}",multi,"[""template-species-science"",""template-vocabulary""]",[],[],0.015254,template-vocabulary,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-049,"Create two coordinated visuals: a popular-science knowledge card for how interest rates affect us, and an illustrated field-guide card for red-crowned crane. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + single plant or animal species"",""information_type"":""accessible explanation and key facts + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""modular 3:4 knowledge card infographic + central-species modular science infographic""}",multi,"[""template-education-card"",""template-species-science""]",[],"[{""template_id"":""template-species-science"",""score"":0.13961,""rank"":1},{""template_id"":""template-education-card"",""score"":0.131507,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.109546,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.107087,""rank"":4},{""template_id"":""template-recipe"",""score"":0.103125,""rank"":5}]",0.13961,template-species-science,,needs_review,challenge,multi_intent,false,
