id,query,language,difficulty,partition,challenge_type,source_seed_id,semantic_cluster_id,transformation_types,ontology,target_mode,targets,acceptable_target_sets,validation_status,deterministic_issues,catalog_collision,reviewer_decision,reviewer_notes
vir-v2-challenge-amb-055,想做中英双语同音词学习卡，带词义对照，可以偏英语易混词信息图，也可以按双语词汇海报来呈现，重点还没定。 语气轻松但信息要靠谱。,zh,high,challenge,ambiguous,,vir-v2-boundary-template-english-grammar-wordlist-infographic-template-vocabulary,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""English confusing word relationships | language vocabulary on a chosen topic"",""information_type"":""definition and distinction | bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic | illustrated card grid or visual guide""}",ambiguous,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]","[[""template-english-grammar-wordlist-infographic""],[""template-vocabulary""]]",needs_review,[],,,
vir-v2-challenge-amb-056,Make a bilingual ginkgo field guide combining names and species facts; either an illustrated field-guide card or a classroom vocabulary grid could fit because the emphasis is not settled. Give it an informal but informative social-media tone.,en,high,challenge,ambiguous,,vir-v2-boundary-template-species-science-template-vocabulary,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""single plant or animal species | language vocabulary on a chosen topic"",""information_type"":""scientific facts, anatomy, habitat, and conservation | bilingual vocabulary learning"",""style_layout"":""central-species modular science infographic | illustrated card grid or visual guide""}",ambiguous,"[""template-species-science"",""template-vocabulary""]","[[""template-species-science""],[""template-vocabulary""]]",needs_review,[],,,
vir-v2-challenge-amb-057,儿童友好的英语易混同音词卡通知识图 / a kid-friendly cartoon explainer about confusing English homophones，could be a cartoon concept card or an ESL word-pair infographic，重点未定 pls。 social-friendly 但信息要靠谱。,mixed,high,challenge,mixed_language_noisy,,vir-v2-boundary-template-education-card-template-english-grammar-wordlist-infographic,"[""boundary_case"",""ambiguous_intent"",""code_switch""]","{""subject_event"":""general educational topic | English confusing word relationships"",""information_type"":""accessible explanation and key facts | definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic | boxed educational word-list infographic""}",ambiguous,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]","[[""template-education-card""],[""template-english-grammar-wordlist-infographic""]]",needs_review,[],,,
vir-v2-challenge-amb-058,想做同时包含空间配色和阅读仪式的治愈阅读角灵感，可以偏室内设计情绪板，也可以按水彩生活方式指南来呈现，重点还没定。 语气轻松但信息要靠谱。,zh,high,challenge,boundary,,vir-v2-boundary-template-interior-design-mood-board-generator-template-lifestyle-watercolor-infographic,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""interior space design | cozy everyday lifestyle"",""information_type"":""style and material inspiration | tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board | warm watercolor infographic poster""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]","[[""template-interior-design-mood-board-generator""],[""template-lifestyle-watercolor-infographic""]]",needs_review,[],,,
vir-v2-challenge-amb-059,Make an aromatherapy corner visual featuring both the room palette and diffuser benefits; either a room palette and material board or a feature-led launch visual could fit because the emphasis is not settled. Give it an informal but informative social-media tone.,en,high,challenge,boundary,,vir-v2-boundary-template-interior-design-mood-board-generator-template-product-poster,"[""boundary_case"",""ambiguous_intent"",""conflicting_modifier""]","{""subject_event"":""interior space design | small home or lifestyle product"",""information_type"":""style and material inspiration | promotion and feature highlighting"",""style_layout"":""interior mood board | warm single-product advertising poster""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-product-poster""]","[[""template-interior-design-mood-board-generator""],[""template-product-poster""]]",needs_review,[],,,
vir-v2-challenge-amb-060,兼顾软装材质和银杏科普的植物主题卧室视觉 / a ginkgo-themed bedroom visual with decor materials and botanical facts，could be a decor concept sheet or a species science infographic，重点未定 pls。 social-friendly 但信息要靠谱。,mixed,high,challenge,mixed_language_noisy,,vir-v2-boundary-template-interior-design-mood-board-generator-template-species-science,"[""boundary_case"",""ambiguous_intent"",""code_switch""]","{""subject_event"":""interior space design | single plant or animal species"",""information_type"":""style and material inspiration | scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board | central-species modular science infographic""}",ambiguous,"[""template-interior-design-mood-board-generator"",""template-species-science""]","[[""template-interior-design-mood-board-generator""],[""template-species-science""]]",needs_review,[],,,
vir-v2-challenge-multi-001,"Create two coordinated visuals: an ESL word-pair infographic for common homophones for beginners, and an illustrated word-card set for English-Chinese space terms.",en,medium,challenge,multi_intent,,vir-v2-multi-template-english-grammar-wordlist-infographic-template-vocabulary,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""English confusing word relationships + language vocabulary on a chosen topic"",""information_type"":""definition and distinction + bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic + illustrated card grid or visual guide""}",multi,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-002,做 two coordinated visuals：a room palette and material board for warm minimalist bedroom，再做 a scientific species poster for Chinese pangolin。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-species-science,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""interior space design + single plant or animal species"",""information_type"":""style and material inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board + central-species modular science infographic""}",multi,"[""template-interior-design-mood-board-generator"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-003,做一套两张配套视觉：第一张是雨天自我关怀的水彩生活方式指南，第二张是桫椤的物种科普信息图。,zh,high,challenge,multi_intent,,vir-v2-multi-template-lifestyle-watercolor-infographic-template-species-science,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-004,"Create two coordinated visuals: a 16-type MBTI character chart for MBTI personalities at a party, and a two-type relationship infographic for ENFP and INFJ compatibility.",en,medium,challenge,multi_intent,,vir-v2-multi-template-mbti-generic-template-mbti-personality-compatibility-infographic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""MBTI types or MBTI-mapped character set + pair of MBTI personality types"",""information_type"":""personality classification and behavior comparison + relationship compatibility comparison"",""style_layout"":""labeled cartoon multi-character chart + cute dual-character comparison infographic""}",multi,"[""template-mbti-generic"",""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-005,先做 broken windows theory 的知识科普卡，plus a biometric passport photo of me。,mixed,high,challenge,supported_plus_unsupported,,vir-v2-multi-template-education-card-template-english-grammar-wordlist-infographic,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""general educational topic + identity portrait"",""information_type"":""accessible explanation and key facts + unsupported portrait creation"",""style_layout"":""modular 3:4 knowledge card infographic + official photo""}",multi,"[""template-education-card""]",[],needs_review,[],,,
vir-v2-challenge-multi-006,做一套两张配套视觉：第一张是电子游戏女主角的九宫格角色海报，第二张是漫威英雄 MBTI 十六型的MBTI 十六型角色图。,zh,high,challenge,multi_intent,,vir-v2-multi-template-fandom-character-grid-poster-template-mbti-generic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + MBTI types or MBTI-mapped character set"",""information_type"":""character collection and showcase + personality classification and behavior comparison"",""style_layout"":""vertical cinematic character grid poster + labeled cartoon multi-character chart""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-generic""]",[],needs_review,[],,,
vir-v2-challenge-multi-007,"Create two coordinated visuals: a popular-science knowledge card for muscle growth basics, and a traditional craft infographic for cloisonne enamel craft.",en,medium,challenge,multi_intent,,vir-v2-multi-template-education-card-template-intangible-heritage,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + traditional heritage craft"",""information_type"":""accessible explanation and key facts + history, process, meaning, and preservation"",""style_layout"":""modular 3:4 knowledge card infographic + dense A3 heritage information board""}",multi,"[""template-education-card"",""template-intangible-heritage""]",[],needs_review,[],,,
vir-v2-challenge-multi-008,做 two coordinated visuals：a nine-character cast grid for iconic TV detectives，再做 a personality pairing comparison for ISTP and ESFJ compatibility。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-fandom-character-grid-poster-template-mbti-personality-compatibility-infographic,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + pair of MBTI personality types"",""information_type"":""character collection and showcase + relationship compatibility comparison"",""style_layout"":""vertical cinematic character grid poster + cute dual-character comparison infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-009,做一套两张配套视觉：第一张是中古风阅读角的室内设计情绪板，第二张是暖光台灯的温馨产品海报。,zh,high,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-product-poster,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + small home or lifestyle product"",""information_type"":""style and material inspiration + promotion and feature highlighting"",""style_layout"":""interior mood board + warm single-product advertising poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-product-poster""]",[],needs_review,[],,,
vir-v2-challenge-multi-010,"Create a cozy watercolor lifestyle guide for calm desk break routine, plus a biometric passport photo of me.",en,medium,challenge,supported_plus_unsupported,,vir-v2-multi-template-lifestyle-watercolor-infographic-template-product-poster,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""cozy everyday lifestyle + identity portrait"",""information_type"":""tips, habits, or aesthetic inspiration + unsupported portrait creation"",""style_layout"":""warm watercolor infographic poster + official photo""}",multi,"[""template-lifestyle-watercolor-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-011,做 two coordinated visuals：a cookbook-style visual guide for Cuban sandwich，再做 a classroom vocabulary grid for English-Chinese space terms。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-recipe-template-vocabulary,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""named dish + language vocabulary on a chosen topic"",""information_type"":""ingredients and cooking instructions + bilingual vocabulary learning"",""style_layout"":""food-photography recipe poster + illustrated card grid or visual guide""}",multi,"[""template-recipe"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-012,做一套两张配套视觉：第一张是玳瑁的物种科普信息图，第二张是英西身体部位词汇的双语词汇海报。,zh,high,challenge,multi_intent,,vir-v2-multi-template-species-science-template-vocabulary,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""single plant or animal species + language vocabulary on a chosen topic"",""information_type"":""scientific facts, anatomy, habitat, and conservation + bilingual vocabulary learning"",""style_layout"":""central-species modular science infographic + illustrated card grid or visual guide""}",multi,"[""template-species-science"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-013,"Create two coordinated visuals: a popular-science knowledge card for plate tectonics for children, and an illustrated field-guide card for tree fern.",en,medium,challenge,multi_intent,,vir-v2-multi-template-education-card-template-species-science,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + single plant or animal species"",""information_type"":""accessible explanation and key facts + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""modular 3:4 knowledge card infographic + central-species modular science infographic""}",multi,"[""template-education-card"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-014,做 two coordinated visuals：a traditional craft infographic for fish lantern making，再做 a day-by-day destination guide for desert route in Morocco。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-intangible-heritage-template-travel,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""traditional heritage craft + destination trip"",""information_type"":""history, process, meaning, and preservation + itinerary and route planning"",""style_layout"":""dense A3 heritage information board + cute hand-drawn map with daily blocks""}",multi,"[""template-intangible-heritage"",""template-travel""]",[],needs_review,[],,,
vir-v2-challenge-multi-015,先做孙子的战略智慧的名人原则信息图，再配一张符合护照标准的本人证件照。,zh,high,challenge,supported_plus_unsupported,,vir-v2-multi-template-figure-principles-infographic-template-mbti-generic,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""single famous or historical person + identity portrait"",""information_type"":""life principles, habits, and lessons + unsupported portrait creation"",""style_layout"":""portrait-led educational principles infographic + official photo""}",multi,"[""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-016,"Create two coordinated visuals: an interior mood board for industrial dining bar, and a self-care infographic for cozy reading rituals.",en,medium,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-lifestyle-watercolor-infographic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + cozy everyday lifestyle"",""information_type"":""style and material inspiration + tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board + warm watercolor infographic poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-017,做 two coordinated visuals：a nine-character cast grid for Sengoku warlords，再做 a portrait-led habits poster for Marie Curie's work habits。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-fandom-character-grid-poster-template-figure-principles-infographic,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + single famous or historical person"",""information_type"":""character collection and showcase + life principles, habits, and lessons"",""style_layout"":""vertical cinematic character grid poster + portrait-led educational principles infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-figure-principles-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-018,做一套两张配套视觉：第一张是空气净化器的温馨产品海报，第二张是宫保鸡丁的食谱海报。,zh,high,challenge,multi_intent,,vir-v2-multi-template-product-poster-template-recipe,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""small home or lifestyle product + named dish"",""information_type"":""promotion and feature highlighting + ingredients and cooking instructions"",""style_layout"":""warm single-product advertising poster + food-photography recipe poster""}",multi,"[""template-product-poster"",""template-recipe""]",[],needs_review,[],,,
vir-v2-challenge-multi-019,"Create two coordinated visuals: an ESL word-pair infographic for homophones with cartoon examples, and an illustrated word-card set for English-Chinese farm animals. Keep it concise for teens.",en,medium,challenge,multi_intent,,vir-v2-multi-template-english-grammar-wordlist-infographic-template-vocabulary,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""English confusing word relationships + language vocabulary on a chosen topic"",""information_type"":""definition and distinction + bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic + illustrated card grid or visual guide""}",multi,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-020,先做 pet-friendly studio apartment 的室内设计情绪板，plus a biometric passport photo of me。 for teens，内容简洁一点。,mixed,high,challenge,supported_plus_unsupported,,vir-v2-multi-template-interior-design-mood-board-generator-template-species-science,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""interior space design + identity portrait"",""information_type"":""style and material inspiration + unsupported portrait creation"",""style_layout"":""interior mood board + official photo""}",multi,"[""template-interior-design-mood-board-generator""]",[],needs_review,[],,,
vir-v2-challenge-multi-021,做一套两张配套视觉：第一张是治愈系阅读仪式的水彩生活方式指南，第二张是雪豹的物种科普信息图。 给青少年看，内容精简。,zh,high,challenge,multi_intent,,vir-v2-multi-template-lifestyle-watercolor-infographic-template-species-science,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-022,"Create two coordinated visuals: a 16-type MBTI character chart for Genshin characters by MBTI, and a two-type relationship infographic for ENTP and INTJ long-term match. Keep it concise for teens.",en,medium,challenge,multi_intent,,vir-v2-multi-template-mbti-generic-template-mbti-personality-compatibility-infographic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""MBTI types or MBTI-mapped character set + pair of MBTI personality types"",""information_type"":""personality classification and behavior comparison + relationship compatibility comparison"",""style_layout"":""labeled cartoon multi-character chart + cute dual-character comparison infographic""}",multi,"[""template-mbti-generic"",""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-023,做 two coordinated visuals：an educational explainer infographic for plate tectonics for children，再做 a boxed confusing-words guide for frequently confused English pairs。 for teens，内容简洁一点。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-education-card-template-english-grammar-wordlist-infographic,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""general educational topic + English confusing word relationships"",""information_type"":""accessible explanation and key facts + definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic + boxed educational word-list infographic""}",multi,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-024,做一套两张配套视觉：第一张是漫画超级英雄的九宫格角色海报，第二张是不同 MBTI 如何规划旅行的MBTI 十六型角色图。 给青少年看，内容精简。,zh,high,challenge,multi_intent,,vir-v2-multi-template-fandom-character-grid-poster-template-mbti-generic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + MBTI types or MBTI-mapped character set"",""information_type"":""character collection and showcase + personality classification and behavior comparison"",""style_layout"":""vertical cinematic character grid poster + labeled cartoon multi-character chart""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-generic""]",[],needs_review,[],,,
vir-v2-challenge-multi-025,"Create a popular-science knowledge card for broken windows theory, plus a biometric passport photo of me. Keep it concise for teens.",en,medium,challenge,supported_plus_unsupported,,vir-v2-multi-template-education-card-template-intangible-heritage,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""general educational topic + identity portrait"",""information_type"":""accessible explanation and key facts + unsupported portrait creation"",""style_layout"":""modular 3:4 knowledge card infographic + official photo""}",multi,"[""template-education-card""]",[],needs_review,[],,,
vir-v2-challenge-multi-026,做 two coordinated visuals：a nine-character cast grid for video game heroines，再做 a personality pairing comparison for INFJ and ENTP dating。 for teens，内容简洁一点。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-fandom-character-grid-poster-template-mbti-personality-compatibility-infographic,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + pair of MBTI personality types"",""information_type"":""character collection and showcase + relationship compatibility comparison"",""style_layout"":""vertical cinematic character grid poster + cute dual-character comparison infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-mbti-personality-compatibility-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-027,做一套两张配套视觉：第一张是鼠尾草绿厨房的室内设计情绪板，第二张是陶瓷香薰蜡烛的温馨产品海报。 给青少年看，内容精简。,zh,high,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-product-poster,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + small home or lifestyle product"",""information_type"":""style and material inspiration + promotion and feature highlighting"",""style_layout"":""interior mood board + warm single-product advertising poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-product-poster""]",[],needs_review,[],,,
vir-v2-challenge-multi-028,"Create two coordinated visuals: a cozy watercolor lifestyle guide for small daily mood boosters, and a lifestyle product advertisement for compact coffee maker. Keep it concise for teens.",en,medium,challenge,multi_intent,,vir-v2-multi-template-lifestyle-watercolor-infographic-template-product-poster,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + small home or lifestyle product"",""information_type"":""tips, habits, or aesthetic inspiration + promotion and feature highlighting"",""style_layout"":""warm watercolor infographic poster + warm single-product advertising poster""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-product-poster""]",[],needs_review,[],,,
vir-v2-challenge-multi-029,做 two coordinated visuals：a cookbook-style visual guide for mapo tofu，再做 a classroom vocabulary grid for English-Chinese farm animals。 for teens，内容简洁一点。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-recipe-template-vocabulary,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""named dish + language vocabulary on a chosen topic"",""information_type"":""ingredients and cooking instructions + bilingual vocabulary learning"",""style_layout"":""food-photography recipe poster + illustrated card grid or visual guide""}",multi,"[""template-recipe"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-030,先做兜兰的物种科普信息图，再配一张符合护照标准的本人证件照。 给青少年看，内容精简。,zh,high,challenge,supported_plus_unsupported,,vir-v2-multi-template-species-science-template-vocabulary,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""single plant or animal species + identity portrait"",""information_type"":""scientific facts, anatomy, habitat, and conservation + unsupported portrait creation"",""style_layout"":""central-species modular science infographic + official photo""}",multi,"[""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-031,"Create two coordinated visuals: a popular-science knowledge card for opportunity cost in daily life, and an illustrated field-guide card for snow leopard. Keep it concise for teens.",en,medium,challenge,multi_intent,,vir-v2-multi-template-education-card-template-species-science,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""general educational topic + single plant or animal species"",""information_type"":""accessible explanation and key facts + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""modular 3:4 knowledge card infographic + central-species modular science infographic""}",multi,"[""template-education-card"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-032,做 two coordinated visuals：a traditional craft infographic for cloisonne enamel craft，再做 a day-by-day destination guide for winter trip through Hokkaido。 for teens，内容简洁一点。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-intangible-heritage-template-travel,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""traditional heritage craft + destination trip"",""information_type"":""history, process, meaning, and preservation + itinerary and route planning"",""style_layout"":""dense A3 heritage information board + cute hand-drawn map with daily blocks""}",multi,"[""template-intangible-heritage"",""template-travel""]",[],needs_review,[],,,
vir-v2-challenge-multi-033,做一套两张配套视觉：第一张是达芬奇的创作启示的名人原则信息图，第二张是神话人物 MBTI 对照的MBTI 十六型角色图。 给青少年看，内容精简。,zh,high,challenge,multi_intent,,vir-v2-multi-template-figure-principles-infographic-template-mbti-generic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""single famous or historical person + MBTI types or MBTI-mapped character set"",""information_type"":""life principles, habits, and lessons + personality classification and behavior comparison"",""style_layout"":""portrait-led educational principles infographic + labeled cartoon multi-character chart""}",multi,"[""template-figure-principles-infographic"",""template-mbti-generic""]",[],needs_review,[],,,
vir-v2-challenge-multi-034,"Create two coordinated visuals: an interior mood board for small home office, and a self-care infographic for cozy knitting afternoon. Keep it concise for teens.",en,medium,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-lifestyle-watercolor-infographic,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + cozy everyday lifestyle"",""information_type"":""style and material inspiration + tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board + warm watercolor infographic poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]",[],needs_review,[],,,
vir-v2-challenge-multi-035,先做 fantasy saga villains 的九宫格角色海报，plus a biometric passport photo of me。 for teens，内容简洁一点。,mixed,high,challenge,supported_plus_unsupported,,vir-v2-multi-template-fandom-character-grid-poster-template-figure-principles-infographic,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""fandom or themed character ensemble + identity portrait"",""information_type"":""character collection and showcase + unsupported portrait creation"",""style_layout"":""vertical cinematic character grid poster + official photo""}",multi,"[""template-fandom-character-grid-poster""]",[],needs_review,[],,,
vir-v2-challenge-multi-036,做一套两张配套视觉：第一张是标签打印机的温馨产品海报，第二张是古巴三明治的食谱海报。 给青少年看，内容精简。,zh,high,challenge,multi_intent,,vir-v2-multi-template-product-poster-template-recipe,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""small home or lifestyle product + named dish"",""information_type"":""promotion and feature highlighting + ingredients and cooking instructions"",""style_layout"":""warm single-product advertising poster + food-photography recipe poster""}",multi,"[""template-product-poster"",""template-recipe""]",[],needs_review,[],,,
vir-v2-challenge-multi-037,"Create two coordinated visuals: an ESL word-pair infographic for twenty classroom homonym pairs, and an illustrated word-card set for English-Korean kitchen tools. Use a vertical 4:5 layout.",en,medium,challenge,multi_intent,,vir-v2-multi-template-english-grammar-wordlist-infographic-template-vocabulary,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""English confusing word relationships + language vocabulary on a chosen topic"",""information_type"":""definition and distinction + bilingual vocabulary learning"",""style_layout"":""boxed educational word-list infographic + illustrated card grid or visual guide""}",multi,"[""template-english-grammar-wordlist-infographic"",""template-vocabulary""]",[],needs_review,[],,,
vir-v2-challenge-multi-038,做 two coordinated visuals：a room palette and material board for aromatherapy spa corner，再做 a scientific species poster for golden camellia。 用 vertical 4:5 layout。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-interior-design-mood-board-generator-template-species-science,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""interior space design + single plant or animal species"",""information_type"":""style and material inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board + central-species modular science infographic""}",multi,"[""template-interior-design-mood-board-generator"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-039,做一套两张配套视觉：第一张是温暖编织午后的水彩生活方式指南，第二张是丹顶鹤的物种科普信息图。 用竖版 4:5 排版。,zh,high,challenge,multi_intent,,vir-v2-multi-template-lifestyle-watercolor-infographic-template-species-science,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],needs_review,[],,,
vir-v2-challenge-multi-040,"Create a 16-type MBTI character chart for sixteen personalities under deadline stress, plus a biometric passport photo of me. Use a vertical 4:5 layout.",en,medium,challenge,supported_plus_unsupported,,vir-v2-multi-template-mbti-generic-template-mbti-personality-compatibility-infographic,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""MBTI types or MBTI-mapped character set + identity portrait"",""information_type"":""personality classification and behavior comparison + unsupported portrait creation"",""style_layout"":""labeled cartoon multi-character chart + official photo""}",multi,"[""template-mbti-generic""]",[],needs_review,[],,,
vir-v2-challenge-multi-041,做 two coordinated visuals：an educational explainer infographic for opportunity cost in daily life，再做 a boxed confusing-words guide for English words with two meanings。 用 vertical 4:5 layout。,mixed,high,challenge,multi_intent,,vir-v2-multi-template-education-card-template-english-grammar-wordlist-infographic,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""general educational topic + English confusing word relationships"",""information_type"":""accessible explanation and key facts + definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic + boxed educational word-list infographic""}",multi,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]",[],needs_review,[],,,
